Time,ID1,ID2,S1,S2
86300,6,22,NUR,MED
86320,6,37,NUR,NUR
86320,7,27,NUR,NUR
86320,6,22,NUR,MED
86340,7,27,NUR,NUR
86340,6,22,NUR,MED
86360,6,37,NUR,NUR
86360,7,27,NUR,NUR
86360,22,37,MED,NUR
86380,6,37,NUR,NUR
86380,17,22,NUR,MED
86380,7,19,NUR,ADM
86380,5,6,NUR,NUR
86380,5,37,NUR,NUR
86400,17,22,NUR,MED
86400,7,27,NUR,NUR
86420,5,27,NUR,NUR
86420,17,22,NUR,MED
86420,7,27,NUR,NUR
86420,6,22,NUR,MED
86440,5,27,NUR,NUR
86440,17,22,NUR,MED
86440,17,19,NUR,ADM
86440,19,22,ADM,MED
86460,17,37,NUR,NUR
86460,6,17,NUR,NUR
86480,6,37,NUR,NUR
86480,5,27,NUR,NUR
86480,6,17,NUR,NUR
86500,5,27,NUR,NUR
86500,6,19,NUR,ADM
86500,7,27,NUR,NUR
86520,17,37,NUR,NUR
86520,5,27,NUR,NUR
86520,6,17,NUR,NUR
86540,6,37,NUR,NUR
86540,17,37,NUR,NUR
86540,5,27,NUR,NUR
86540,13,27,NUR,NUR
86540,6,17,NUR,NUR
86540,17,19,NUR,ADM
86540,5,13,NUR,NUR
86560,6,37,NUR,NUR
86560,5,27,NUR,NUR
86560,13,27,NUR,NUR
86560,6,17,NUR,NUR
86560,35,39,MED,PAT
86580,6,37,NUR,NUR
86580,5,27,NUR,NUR
86580,13,27,NUR,NUR
86580,6,17,NUR,NUR
86580,35,39,MED,PAT
86600,6,37,NUR,NUR
86600,17,37,NUR,NUR
86600,5,13,NUR,NUR
86600,35,39,MED,PAT
86620,6,37,NUR,NUR
86620,17,37,NUR,NUR
86620,5,27,NUR,NUR
86620,13,27,NUR,NUR
86620,6,17,NUR,NUR
86620,13,19,NUR,ADM
86640,5,27,NUR,NUR
86640,13,27,NUR,NUR
86640,6,17,NUR,NUR
86660,5,27,NUR,NUR
86660,13,27,NUR,NUR
86660,7,27,NUR,NUR
86660,5,13,NUR,NUR
86660,7,13,NUR,NUR
86680,13,27,NUR,NUR
86680,5,19,NUR,ADM
86680,6,17,NUR,NUR
86680,5,13,NUR,NUR
86680,7,13,NUR,NUR
86700,5,27,NUR,NUR
86700,13,27,NUR,NUR
86700,7,27,NUR,NUR
86700,6,17,NUR,NUR
86700,5,13,NUR,NUR
86700,7,13,NUR,NUR
86720,17,37,NUR,NUR
86720,12,17,MED,NUR
86720,5,27,NUR,NUR
86720,6,12,NUR,MED
86720,7,27,NUR,NUR
86720,6,17,NUR,NUR
86740,6,37,NUR,NUR
86740,17,37,NUR,NUR
86740,12,17,MED,NUR
86740,5,27,NUR,NUR
86740,13,49,NUR,PAT
86740,13,29,NUR,NUR
86760,12,22,MED,MED
86760,5,27,NUR,NUR
86760,6,17,NUR,NUR
86760,13,29,NUR,NUR
86780,6,37,NUR,NUR
86780,13,29,NUR,NUR
86800,5,27,NUR,NUR
86800,13,29,NUR,NUR
86820,7,27,NUR,NUR
86820,13,29,NUR,NUR
86820,12,37,MED,NUR
86820,17,27,NUR,NUR
86840,7,27,NUR,NUR
86840,13,29,NUR,NUR
86840,5,17,NUR,NUR
86840,17,27,NUR,NUR
86860,5,27,NUR,NUR
86860,7,27,NUR,NUR
86860,13,29,NUR,NUR
86860,16,22,MED,MED
86860,17,27,NUR,NUR
86880,6,37,NUR,NUR
86880,5,27,NUR,NUR
86880,6,12,NUR,MED
86880,7,27,NUR,NUR
86880,13,29,NUR,NUR
86880,12,37,MED,NUR
86900,6,37,NUR,NUR
86900,5,27,NUR,NUR
86900,6,12,NUR,MED
86900,13,29,NUR,NUR
86900,5,17,NUR,NUR
86900,16,22,MED,MED
86900,17,27,NUR,NUR
86920,6,12,NUR,MED
86920,13,29,NUR,NUR
86920,5,17,NUR,NUR
86940,13,29,NUR,NUR
86940,5,17,NUR,NUR
86940,17,27,NUR,NUR
86960,6,37,NUR,NUR
86960,5,27,NUR,NUR
86960,13,29,NUR,NUR
86960,5,17,NUR,NUR
86960,17,27,NUR,NUR
86980,13,29,NUR,NUR
86980,19,45,ADM,PAT
86980,17,27,NUR,NUR
87000,13,29,NUR,NUR
87000,17,27,NUR,NUR
87020,13,29,NUR,NUR
87040,13,29,NUR,NUR
87040,16,35,MED,MED
87060,13,29,NUR,NUR
87080,13,29,NUR,NUR
87100,6,27,NUR,NUR
87100,17,37,NUR,NUR
87100,5,27,NUR,NUR
87100,13,29,NUR,NUR
87120,12,33,MED,NUR
87120,13,29,NUR,NUR
87140,27,37,NUR,NUR
87140,7,27,NUR,NUR
87140,13,29,NUR,NUR
87140,17,27,NUR,NUR
87160,27,37,NUR,NUR
87160,7,27,NUR,NUR
87160,13,29,NUR,NUR
87180,6,37,NUR,NUR
87180,5,27,NUR,NUR
87180,11,22,MED,MED
87180,27,37,NUR,NUR
87180,7,27,NUR,NUR
87180,6,7,NUR,NUR
87180,13,29,NUR,NUR
87200,7,27,NUR,NUR
87200,6,7,NUR,NUR
87200,6,17,NUR,NUR
87200,13,29,NUR,NUR
87220,19,51,ADM,PAT
87220,11,22,MED,MED
87220,7,17,NUR,NUR
87220,6,17,NUR,NUR
87220,13,29,NUR,NUR
87240,11,22,MED,MED
87240,7,27,NUR,NUR
87240,6,7,NUR,NUR
87240,7,17,NUR,NUR
87240,6,17,NUR,NUR
87240,13,29,NUR,NUR
87240,17,27,NUR,NUR
87260,7,37,NUR,NUR
87260,27,37,NUR,NUR
87260,11,19,MED,ADM
87260,7,27,NUR,NUR
87260,6,7,NUR,NUR
87260,6,17,NUR,NUR
87260,13,29,NUR,NUR
87260,18,22,MED,MED
87260,17,27,NUR,NUR
87280,27,37,NUR,NUR
87280,7,27,NUR,NUR
87280,13,29,NUR,NUR
87280,17,27,NUR,NUR
87300,6,27,NUR,NUR
87300,12,19,MED,ADM
87300,5,27,NUR,NUR
87300,27,37,NUR,NUR
87300,19,52,ADM,PAT
87300,5,17,NUR,NUR
87300,17,27,NUR,NUR
87320,27,37,NUR,NUR
87320,7,11,NUR,MED
87320,13,29,NUR,NUR
87320,30,35,MED,MED
87320,17,27,NUR,NUR
87340,13,29,NUR,NUR
87340,30,35,MED,MED
87340,17,27,NUR,NUR
87360,11,33,MED,NUR
87360,5,27,NUR,NUR
87360,13,29,NUR,NUR
87360,30,35,MED,MED
87360,17,27,NUR,NUR
87380,11,33,MED,NUR
87380,27,37,NUR,NUR
87380,22,35,MED,MED
87380,30,35,MED,MED
87380,19,48,ADM,PAT
87380,18,22,MED,MED
87380,17,27,NUR,NUR
87400,11,33,MED,NUR
87400,18,30,MED,MED
87400,22,35,MED,MED
87400,7,27,NUR,NUR
87400,7,17,NUR,NUR
87400,6,17,NUR,NUR
87400,13,29,NUR,NUR
87400,30,35,MED,MED
87400,18,22,MED,MED
87400,22,30,MED,MED
87400,17,27,NUR,NUR
87420,11,33,MED,NUR
87420,5,27,NUR,NUR
87420,13,29,NUR,NUR
87420,18,22,MED,MED
87420,17,27,NUR,NUR
87440,5,27,NUR,NUR
87440,13,29,NUR,NUR
87440,18,22,MED,MED
87440,22,30,MED,MED
87460,13,29,NUR,NUR
87460,18,22,MED,MED
87460,17,27,NUR,NUR
87480,19,47,ADM,PAT
87480,6,17,NUR,NUR
87480,13,29,NUR,NUR
87480,5,17,NUR,NUR
87480,18,22,MED,MED
87480,16,35,MED,MED
87480,17,27,NUR,NUR
87500,6,17,NUR,NUR
87500,13,29,NUR,NUR
87500,5,17,NUR,NUR
87500,18,22,MED,MED
87500,16,35,MED,MED
87520,6,17,NUR,NUR
87520,13,29,NUR,NUR
87520,5,17,NUR,NUR
87540,5,27,NUR,NUR
87540,27,37,NUR,NUR
87540,13,29,NUR,NUR
87560,6,27,NUR,NUR
87560,22,35,MED,MED
87560,13,29,NUR,NUR
87560,5,17,NUR,NUR
87560,22,30,MED,MED
87580,16,30,MED,MED
87580,13,29,NUR,NUR
87580,22,30,MED,MED
87580,16,35,MED,MED
87600,6,27,NUR,NUR
87600,27,37,NUR,NUR
87600,16,30,MED,MED
87600,13,29,NUR,NUR
87600,22,30,MED,MED
87600,17,27,NUR,NUR
87620,6,27,NUR,NUR
87620,27,37,NUR,NUR
87620,16,30,MED,MED
87620,13,29,NUR,NUR
87620,17,27,NUR,NUR
87640,27,37,NUR,NUR
87640,16,30,MED,MED
87640,13,29,NUR,NUR
87640,30,35,MED,MED
87640,22,30,MED,MED
87660,6,27,NUR,NUR
87660,27,37,NUR,NUR
87660,16,30,MED,MED
87660,13,29,NUR,NUR
87660,22,30,MED,MED
87660,16,35,MED,MED
87680,27,37,NUR,NUR
87680,5,18,NUR,MED
87680,13,29,NUR,NUR
87680,22,30,MED,MED
87680,16,35,MED,MED
87700,13,29,NUR,NUR
87700,22,30,MED,MED
87700,16,35,MED,MED
87700,17,20,NUR,NUR
87720,6,27,NUR,NUR
87720,13,29,NUR,NUR
87720,22,30,MED,MED
87720,16,35,MED,MED
87720,17,20,NUR,NUR
87720,11,18,MED,MED
87740,17,37,NUR,NUR
87740,20,37,NUR,NUR
87740,27,37,NUR,NUR
87740,5,13,NUR,NUR
87740,22,30,MED,MED
87740,17,20,NUR,NUR
87740,11,18,MED,MED
87760,16,30,MED,MED
87760,13,29,NUR,NUR
87760,30,35,MED,MED
87760,17,19,NUR,ADM
87760,22,30,MED,MED
87760,11,18,MED,MED
87780,16,30,MED,MED
87780,13,37,NUR,NUR
87780,18,29,MED,NUR
87780,13,20,NUR,NUR
87780,30,35,MED,MED
87780,22,30,MED,MED
87780,16,35,MED,MED
87780,18,33,MED,NUR
87780,11,18,MED,MED
87800,6,27,NUR,NUR
87800,13,27,NUR,NUR
87800,1,11,ADM,MED
87800,22,35,MED,MED
87800,6,17,NUR,NUR
87800,18,29,MED,NUR
87800,22,30,MED,MED
87800,18,33,MED,NUR
87800,1,18,ADM,MED
87800,16,22,MED,MED
87800,11,18,MED,MED
87820,6,27,NUR,NUR
87820,13,27,NUR,NUR
87820,27,37,NUR,NUR
87820,1,11,ADM,MED
87820,13,37,NUR,NUR
87820,13,17,NUR,NUR
87820,6,17,NUR,NUR
87820,30,35,MED,MED
87820,22,30,MED,MED
87840,6,27,NUR,NUR
87840,19,27,ADM,NUR
87840,13,27,NUR,NUR
87840,27,37,NUR,NUR
87840,1,11,ADM,MED
87840,6,17,NUR,NUR
87840,30,35,MED,MED
87840,22,30,MED,MED
87840,17,27,NUR,NUR
87860,19,27,ADM,NUR
87860,13,27,NUR,NUR
87860,27,37,NUR,NUR
87860,1,11,ADM,MED
87860,13,37,NUR,NUR
87860,6,17,NUR,NUR
87860,30,35,MED,MED
87860,22,30,MED,MED
87880,19,27,ADM,NUR
87880,13,27,NUR,NUR
87880,1,11,ADM,MED
87880,6,17,NUR,NUR
87880,30,35,MED,MED
87880,22,30,MED,MED
87900,6,27,NUR,NUR
87900,19,27,ADM,NUR
87900,13,27,NUR,NUR
87900,27,37,NUR,NUR
87900,1,11,ADM,MED
87900,6,17,NUR,NUR
87900,13,29,NUR,NUR
87900,30,35,MED,MED
87900,22,30,MED,MED
87900,11,18,MED,MED
87920,6,27,NUR,NUR
87920,5,27,NUR,NUR
87920,1,11,ADM,MED
87920,13,17,NUR,NUR
87920,6,17,NUR,NUR
87920,13,29,NUR,NUR
87920,30,35,MED,MED
87920,22,30,MED,MED
87920,11,18,MED,MED
87940,17,29,NUR,NUR
87940,1,11,ADM,MED
87940,13,17,NUR,NUR
87940,6,13,NUR,NUR
87940,13,29,NUR,NUR
87940,5,17,NUR,NUR
87940,22,30,MED,MED
87960,1,11,ADM,MED
87960,13,37,NUR,NUR
87960,13,17,NUR,NUR
87960,13,29,NUR,NUR
87960,22,30,MED,MED
87980,5,29,NUR,NUR
87980,13,27,NUR,NUR
87980,17,29,NUR,NUR
87980,27,29,NUR,NUR
87980,27,37,NUR,NUR
87980,1,11,ADM,MED
87980,13,37,NUR,NUR
87980,13,17,NUR,NUR
87980,6,29,NUR,NUR
87980,5,6,NUR,NUR
87980,6,13,NUR,NUR
87980,13,29,NUR,NUR
87980,30,35,MED,MED
87980,22,30,MED,MED
87980,11,18,MED,MED
87980,17,27,NUR,NUR
88000,6,27,NUR,NUR
88000,6,19,NUR,ADM
88000,27,37,NUR,NUR
88000,6,29,NUR,NUR
88000,11,30,MED,MED
88000,30,35,MED,MED
88000,22,30,MED,MED
88020,6,27,NUR,NUR
88020,19,27,ADM,NUR
88020,17,29,NUR,NUR
88020,1,33,ADM,NUR
88020,27,29,NUR,NUR
88020,27,37,NUR,NUR
88020,6,29,NUR,NUR
88020,11,30,MED,MED
88020,22,30,MED,MED
88040,6,27,NUR,NUR
88040,18,30,MED,MED
88040,13,27,NUR,NUR
88040,17,29,NUR,NUR
88040,27,37,NUR,NUR
88040,13,17,NUR,NUR
88040,22,30,MED,MED
88040,13,19,NUR,ADM
88060,6,27,NUR,NUR
88060,13,27,NUR,NUR
88060,17,29,NUR,NUR
88060,27,29,NUR,NUR
88060,27,37,NUR,NUR
88060,13,37,NUR,NUR
88060,13,17,NUR,NUR
88060,6,17,NUR,NUR
88060,13,29,NUR,NUR
88060,22,30,MED,MED
88060,11,18,MED,MED
88060,17,27,NUR,NUR
88080,6,27,NUR,NUR
88080,19,27,ADM,NUR
88080,13,27,NUR,NUR
88080,17,29,NUR,NUR
88080,27,29,NUR,NUR
88080,27,37,NUR,NUR
88080,13,37,NUR,NUR
88080,13,17,NUR,NUR
88080,6,17,NUR,NUR
88080,13,29,NUR,NUR
88080,22,30,MED,MED
88080,11,18,MED,MED
88080,17,27,NUR,NUR
88100,6,27,NUR,NUR
88100,18,30,MED,MED
88100,13,27,NUR,NUR
88100,27,29,NUR,NUR
88100,27,37,NUR,NUR
88100,13,37,NUR,NUR
88100,13,29,NUR,NUR
88100,22,30,MED,MED
88100,11,18,MED,MED
88120,6,27,NUR,NUR
88120,18,30,MED,MED
88120,13,37,NUR,NUR
88120,6,29,NUR,NUR
88120,6,13,NUR,NUR
88120,13,29,NUR,NUR
88120,30,35,MED,MED
88120,22,30,MED,MED
88120,11,18,MED,MED
88140,6,27,NUR,NUR
88140,18,30,MED,MED
88140,27,37,NUR,NUR
88140,13,37,NUR,NUR
88140,7,27,NUR,NUR
88140,7,17,NUR,NUR
88140,6,29,NUR,NUR
88140,13,29,NUR,NUR
88140,22,30,MED,MED
88140,11,18,MED,MED
88160,7,29,NUR,NUR
88160,6,27,NUR,NUR
88160,5,45,NUR,PAT
88160,18,30,MED,MED
88160,13,27,NUR,NUR
88160,27,37,NUR,NUR
88160,13,37,NUR,NUR
88160,7,27,NUR,NUR
88160,7,17,NUR,NUR
88160,6,29,NUR,NUR
88160,11,30,MED,MED
88160,13,29,NUR,NUR
88160,22,30,MED,MED
88160,7,13,NUR,NUR
88160,11,18,MED,MED
88180,18,30,MED,MED
88180,13,27,NUR,NUR
88180,27,37,NUR,NUR
88180,13,37,NUR,NUR
88180,13,17,NUR,NUR
88180,7,27,NUR,NUR
88180,6,7,NUR,NUR
88180,7,17,NUR,NUR
88180,6,29,NUR,NUR
88180,6,17,NUR,NUR
88180,13,29,NUR,NUR
88180,22,30,MED,MED
88200,27,37,NUR,NUR
88200,5,7,NUR,NUR
88200,13,37,NUR,NUR
88200,13,17,NUR,NUR
88200,6,7,NUR,NUR
88200,7,17,NUR,NUR
88200,6,17,NUR,NUR
88200,13,29,NUR,NUR
88200,5,17,NUR,NUR
88200,22,30,MED,MED
88200,7,13,NUR,NUR
88220,18,30,MED,MED
88220,13,27,NUR,NUR
88220,27,37,NUR,NUR
88220,5,7,NUR,NUR
88220,13,37,NUR,NUR
88220,6,29,NUR,NUR
88220,5,6,NUR,NUR
88220,13,29,NUR,NUR
88220,5,17,NUR,NUR
88220,22,30,MED,MED
88240,7,29,NUR,NUR
88240,6,27,NUR,NUR
88240,13,27,NUR,NUR
88240,1,17,ADM,NUR
88240,27,29,NUR,NUR
88240,13,37,NUR,NUR
88240,7,27,NUR,NUR
88240,6,7,NUR,NUR
88240,13,29,NUR,NUR
88240,22,30,MED,MED
88240,5,37,NUR,NUR
88260,5,29,NUR,NUR
88260,13,27,NUR,NUR
88260,27,29,NUR,NUR
88260,7,37,NUR,NUR
88260,5,7,NUR,NUR
88260,17,18,NUR,MED
88260,7,27,NUR,NUR
88260,13,29,NUR,NUR
88260,5,13,NUR,NUR
88260,22,30,MED,MED
88260,7,13,NUR,NUR
88280,5,27,NUR,NUR
88280,13,27,NUR,NUR
88280,27,29,NUR,NUR
88280,5,7,NUR,NUR
88280,17,18,NUR,MED
88280,7,27,NUR,NUR
88280,13,29,NUR,NUR
88280,22,30,MED,MED
88280,7,13,NUR,NUR
88300,13,27,NUR,NUR
88300,1,17,ADM,NUR
88300,27,29,NUR,NUR
88300,27,37,NUR,NUR
88300,13,29,NUR,NUR
88300,22,30,MED,MED
88320,13,27,NUR,NUR
88320,1,17,ADM,NUR
88320,27,29,NUR,NUR
88320,13,29,NUR,NUR
88340,13,27,NUR,NUR
88340,1,17,ADM,NUR
88340,27,29,NUR,NUR
88340,6,17,NUR,NUR
88340,13,29,NUR,NUR
88360,1,17,ADM,NUR
88360,1,33,ADM,NUR
88360,27,29,NUR,NUR
88360,13,29,NUR,NUR
88360,7,13,NUR,NUR
88380,7,29,NUR,NUR
88380,5,29,NUR,NUR
88380,19,27,ADM,NUR
88380,27,29,NUR,NUR
88380,13,29,NUR,NUR
88400,5,29,NUR,NUR
88400,13,27,NUR,NUR
88400,27,29,NUR,NUR
88400,7,27,NUR,NUR
88400,13,29,NUR,NUR
88420,19,27,ADM,NUR
88420,13,27,NUR,NUR
88420,27,29,NUR,NUR
88420,7,27,NUR,NUR
88420,13,29,NUR,NUR
88420,7,13,NUR,NUR
88440,19,27,ADM,NUR
88440,5,27,NUR,NUR
88440,13,27,NUR,NUR
88440,27,29,NUR,NUR
88440,13,29,NUR,NUR
88440,7,13,NUR,NUR
88460,5,29,NUR,NUR
88460,6,37,NUR,NUR
88460,19,27,ADM,NUR
88460,5,27,NUR,NUR
88460,27,29,NUR,NUR
88460,13,29,NUR,NUR
88460,30,35,MED,MED
88480,5,29,NUR,NUR
88480,6,37,NUR,NUR
88480,5,27,NUR,NUR
88480,27,29,NUR,NUR
88480,7,27,NUR,NUR
88480,13,29,NUR,NUR
88500,19,27,ADM,NUR
88500,27,29,NUR,NUR
88500,13,29,NUR,NUR
88520,19,27,ADM,NUR
88520,27,29,NUR,NUR
88520,13,29,NUR,NUR
88540,19,27,ADM,NUR
88540,13,27,NUR,NUR
88540,1,33,ADM,NUR
88540,27,29,NUR,NUR
88540,13,29,NUR,NUR
88540,7,13,NUR,NUR
88560,13,27,NUR,NUR
88560,27,29,NUR,NUR
88560,13,29,NUR,NUR
88560,7,13,NUR,NUR
88580,6,37,NUR,NUR
88580,19,27,ADM,NUR
88580,13,27,NUR,NUR
88580,27,29,NUR,NUR
88580,13,29,NUR,NUR
88600,6,37,NUR,NUR
88600,13,27,NUR,NUR
88600,1,33,ADM,NUR
88600,13,29,NUR,NUR
88620,6,37,NUR,NUR
88620,13,27,NUR,NUR
88620,1,33,ADM,NUR
88620,27,29,NUR,NUR
88620,13,29,NUR,NUR
88640,6,37,NUR,NUR
88640,13,27,NUR,NUR
88640,1,33,ADM,NUR
88640,27,29,NUR,NUR
88640,6,17,NUR,NUR
88640,13,29,NUR,NUR
88660,6,37,NUR,NUR
88660,13,27,NUR,NUR
88660,27,29,NUR,NUR
88660,6,17,NUR,NUR
88660,13,29,NUR,NUR
88680,6,37,NUR,NUR
88680,13,27,NUR,NUR
88680,13,29,NUR,NUR
88700,6,37,NUR,NUR
88700,19,27,ADM,NUR
88700,1,17,ADM,NUR
88700,1,33,ADM,NUR
88700,27,29,NUR,NUR
88700,13,29,NUR,NUR
88700,30,35,MED,MED
88700,7,13,NUR,NUR
88720,6,37,NUR,NUR
88720,1,17,ADM,NUR
88720,13,29,NUR,NUR
88740,5,29,NUR,NUR
88740,6,37,NUR,NUR
88740,1,17,ADM,NUR
88740,30,35,MED,MED
88740,13,19,NUR,ADM
88760,6,37,NUR,NUR
88760,1,17,ADM,NUR
88760,30,35,MED,MED
88780,1,17,ADM,NUR
88780,27,29,NUR,NUR
88780,6,17,NUR,NUR
88780,30,35,MED,MED
88780,22,30,MED,MED
88780,7,13,NUR,NUR
88800,13,27,NUR,NUR
88800,1,17,ADM,NUR
88800,27,29,NUR,NUR
88800,13,29,NUR,NUR
88820,1,17,ADM,NUR
88840,1,17,ADM,NUR
88840,13,29,NUR,NUR
88860,1,17,ADM,NUR
88860,16,30,MED,MED
88860,13,29,NUR,NUR
88860,30,35,MED,MED
88860,37,49,NUR,PAT
88860,16,22,MED,MED
88880,6,37,NUR,NUR
88880,5,27,NUR,NUR
88880,13,27,NUR,NUR
88880,1,17,ADM,NUR
88880,27,29,NUR,NUR
88880,22,35,MED,MED
88880,13,29,NUR,NUR
88880,30,35,MED,MED
88900,6,37,NUR,NUR
88900,13,27,NUR,NUR
88900,1,17,ADM,NUR
88900,1,37,ADM,NUR
88900,13,29,NUR,NUR
88920,6,37,NUR,NUR
88920,1,17,ADM,NUR
88920,13,29,NUR,NUR
88920,22,30,MED,MED
88940,13,27,NUR,NUR
88940,1,17,ADM,NUR
88940,13,29,NUR,NUR
88940,30,35,MED,MED
88940,22,30,MED,MED
88960,13,27,NUR,NUR
88960,1,17,ADM,NUR
88960,13,29,NUR,NUR
88960,30,35,MED,MED
88960,22,30,MED,MED
88980,13,27,NUR,NUR
88980,1,17,ADM,NUR
88980,1,6,ADM,NUR
88980,6,17,NUR,NUR
88980,13,29,NUR,NUR
88980,22,30,MED,MED
89000,13,27,NUR,NUR
89000,1,17,ADM,NUR
89000,27,29,NUR,NUR
89000,13,29,NUR,NUR
89000,30,35,MED,MED
89000,22,30,MED,MED
89020,6,37,NUR,NUR
89020,13,27,NUR,NUR
89020,1,17,ADM,NUR
89020,27,29,NUR,NUR
89020,13,29,NUR,NUR
89020,30,35,MED,MED
89020,22,30,MED,MED
89040,13,27,NUR,NUR
89040,1,17,ADM,NUR
89040,13,29,NUR,NUR
89040,22,30,MED,MED
89060,13,27,NUR,NUR
89060,1,17,ADM,NUR
89060,27,29,NUR,NUR
89060,13,29,NUR,NUR
89060,22,30,MED,MED
89080,6,37,NUR,NUR
89080,13,27,NUR,NUR
89080,1,17,ADM,NUR
89080,27,29,NUR,NUR
89080,13,29,NUR,NUR
89080,7,13,NUR,NUR
89100,6,37,NUR,NUR
89100,13,27,NUR,NUR
89100,33,37,NUR,NUR
89100,1,17,ADM,NUR
89100,27,29,NUR,NUR
89120,5,29,NUR,NUR
89120,6,37,NUR,NUR
89120,13,27,NUR,NUR
89120,33,37,NUR,NUR
89120,27,29,NUR,NUR
89140,5,29,NUR,NUR
89140,13,27,NUR,NUR
89140,33,37,NUR,NUR
89140,27,29,NUR,NUR
89140,1,6,ADM,NUR
89140,7,27,NUR,NUR
89140,13,29,NUR,NUR
89140,7,13,NUR,NUR
89160,13,27,NUR,NUR
89160,33,37,NUR,NUR
89160,27,29,NUR,NUR
89160,13,29,NUR,NUR
89160,7,13,NUR,NUR
89180,5,29,NUR,NUR
89180,5,27,NUR,NUR
89180,13,27,NUR,NUR
89180,1,17,ADM,NUR
89180,27,29,NUR,NUR
89180,13,29,NUR,NUR
89200,13,27,NUR,NUR
89200,1,17,ADM,NUR
89200,27,29,NUR,NUR
89200,13,29,NUR,NUR
89220,13,27,NUR,NUR
89220,27,29,NUR,NUR
89220,6,19,NUR,ADM
89220,13,29,NUR,NUR
89240,13,27,NUR,NUR
89240,1,17,ADM,NUR
89240,27,29,NUR,NUR
89240,13,29,NUR,NUR
89260,1,22,ADM,MED
89260,13,27,NUR,NUR
89260,27,29,NUR,NUR
89260,13,29,NUR,NUR
89280,5,27,NUR,NUR
89280,27,29,NUR,NUR
89280,13,29,NUR,NUR
89300,6,37,NUR,NUR
89300,5,27,NUR,NUR
89300,13,27,NUR,NUR
89300,27,29,NUR,NUR
89320,5,27,NUR,NUR
89320,27,29,NUR,NUR
89340,5,29,NUR,NUR
89340,12,22,MED,MED
89340,6,37,NUR,NUR
89340,5,27,NUR,NUR
89340,27,29,NUR,NUR
89360,6,37,NUR,NUR
89360,1,13,ADM,NUR
89360,5,27,NUR,NUR
89360,27,29,NUR,NUR
89360,17,68,NUR,PAT
89360,1,27,ADM,NUR
89360,7,27,NUR,NUR
89360,13,29,NUR,NUR
89360,7,13,NUR,NUR
89380,1,13,ADM,NUR
89380,13,27,NUR,NUR
89380,1,5,ADM,NUR
89380,6,19,NUR,ADM
89380,17,68,NUR,PAT
89380,1,29,ADM,NUR
89380,1,27,ADM,NUR
89380,7,27,NUR,NUR
89380,1,7,ADM,NUR
89380,13,29,NUR,NUR
89380,5,13,NUR,NUR
89380,7,13,NUR,NUR
89400,7,29,NUR,NUR
89400,12,22,MED,MED
89400,1,13,ADM,NUR
89400,13,27,NUR,NUR
89400,27,29,NUR,NUR
89400,1,27,ADM,NUR
89400,1,7,ADM,NUR
89400,13,29,NUR,NUR
89400,30,35,MED,MED
89400,7,13,NUR,NUR
89420,7,29,NUR,NUR
89420,12,22,MED,MED
89420,5,27,NUR,NUR
89420,13,27,NUR,NUR
89420,1,5,ADM,NUR
89420,27,29,NUR,NUR
89420,5,7,NUR,NUR
89420,1,7,ADM,NUR
89420,13,29,NUR,NUR
89420,5,13,NUR,NUR
89420,7,13,NUR,NUR
89440,7,29,NUR,NUR
89440,12,22,MED,MED
89440,13,27,NUR,NUR
89440,13,29,NUR,NUR
89440,7,13,NUR,NUR
89460,7,29,NUR,NUR
89460,13,27,NUR,NUR
89460,27,29,NUR,NUR
89460,7,27,NUR,NUR
89460,7,13,NUR,NUR
89460,17,42,NUR,PAT
89480,7,29,NUR,NUR
89480,13,27,NUR,NUR
89480,27,29,NUR,NUR
89480,7,27,NUR,NUR
89480,13,29,NUR,NUR
89480,7,13,NUR,NUR
89480,17,42,NUR,PAT
89500,13,27,NUR,NUR
89500,7,27,NUR,NUR
89500,7,13,NUR,NUR
89520,29,37,NUR,NUR
89520,29,33,NUR,NUR
89520,17,37,NUR,NUR
89520,7,27,NUR,NUR
89520,6,29,NUR,NUR
89520,6,17,NUR,NUR
89520,7,13,NUR,NUR
89540,3,27,NUR,NUR
89540,6,17,NUR,NUR
89540,7,13,NUR,NUR
89560,17,22,NUR,MED
89560,3,27,NUR,NUR
89560,6,33,NUR,NUR
89560,7,13,NUR,NUR
89580,6,37,NUR,NUR
89580,33,37,NUR,NUR
89580,17,22,NUR,MED
89600,7,29,NUR,NUR
89600,6,37,NUR,NUR
89600,33,37,NUR,NUR
89600,17,22,NUR,MED
89600,12,30,MED,MED
89600,13,29,NUR,NUR
89600,6,33,NUR,NUR
89600,7,13,NUR,NUR
89620,7,29,NUR,NUR
89620,17,22,NUR,MED
89620,12,30,MED,MED
89620,13,29,NUR,NUR
89620,7,13,NUR,NUR
89640,3,6,NUR,NUR
89640,12,30,MED,MED
89640,3,37,NUR,NUR
89640,13,29,NUR,NUR
89660,7,29,NUR,NUR
89660,12,22,MED,MED
89660,6,37,NUR,NUR
89660,29,33,NUR,NUR
89660,5,27,NUR,NUR
89660,3,6,NUR,NUR
89660,12,30,MED,MED
89660,13,17,NUR,NUR
89660,7,17,NUR,NUR
89660,6,13,NUR,NUR
89660,13,29,NUR,NUR
89660,22,30,MED,MED
89660,7,13,NUR,NUR
89660,7,33,NUR,NUR
89680,7,29,NUR,NUR
89680,17,29,NUR,NUR
89680,12,30,MED,MED
89680,7,17,NUR,NUR
89680,13,29,NUR,NUR
89680,22,30,MED,MED
89680,7,13,NUR,NUR
89700,6,37,NUR,NUR
